Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983
DS_Dur_WS,128.0,135.0,95.0,74.0,65.0,50.0,233.0,nan,nan,112.0,21.0,nan,4.0,30.0,71.0,nan,nan,124.0,286.0,34.0,nan,66.0,349.0,69.0,178.0,nan,125.0,339.0,160.0,198.0,nan,nan,nan
DS_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,9.0,0.0,21.0,nan,0.0,0.0,0.0,0.0,nan,nan,nan
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,54.0,nan,nan,22.0,nan,54.0,19.0,nan,nan,60.0
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.70305530640318,nan,nan,nan,nan,nan,nan,1.454739108968336,nan,nan,2.762434259698161,nan,5.926556892559594,23.98609599211827,nan,nan,6.6194981821249455
Wet_Tim,283.0,79.0,28.0,39.0,23.0,11.0,1.0,143.0,nan,18.0,30.0,8.0,54.0,4.0,8.0,39.0,nan,nan,124.0,85.0,34.0,nan,34.0,280.0,12.0,54.0,306.0,94.0,304.0,128.0,7.0,nan,nan
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,7.0,nan,4.0,5.0,nan,nan,12.0
Wet_BFL_Mag_10,2.2,2.0,2.3,nan,1.9,1.9,1.7,1.7,nan,1.9,1.4,1.4,1.2,1.2,1.4,1.27,nan,nan,1.1,1.4,1.0,nan,0.44000000000000006,nan,0.2120000000000001,0.05,0.03,1.4,2.0,2.1,4.0,nan,nan
Wet_BFL_Mag_50,2.3,3.0,2.7,nan,2.3,2.5,2.2,2.0,nan,2.2,1.9,1.7,1.6,1.6,1.7,1.4,nan,nan,1.25,1.5,1.4,nan,1.0,nan,0.7,0.5,0.03,3.3,2.7,12.5,5.1,nan,nan
Wet_BFL_Dur,21.0,131.0,163.0,nan,88.0,240.0,159.0,45.0,nan,153.0,292.0,245.0,203.0,17.0,187.0,18.0,nan,nan,28.0,71.0,214.0,nan,128.0,nan,13.0,148.0,18.0,75.0,19.0,34.0,265.0,nan,nan
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan
Peak_2,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997,592.7999999999997
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,4.0,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,nan
Peak_5,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983,347.99999999999983
Peak_Dur_10,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,6.0,nan,nan,nan
Peak_Fre_10,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,1.0,2.0,nan,nan,nan
Peak_10,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002,197.20000000000002
Peak_Dur_20,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,nan,1.0,6.0,nan,nan,nan
Peak_Fre_20,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,nan,1.0,2.0,nan,nan,nan
Peak_20,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002,110.20000000000002
Peak_Dur_50,1.0,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,2.0,1.0,nan,4.0,1.0,nan,1.0,nan,2.0,2.0,nan,2.0,1.0,2.0,12.0,nan,nan,nan
Peak_Fre_50,1.0,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,1.0,nan,nan,1.0,nan,1.0,1.0,nan,2.0,1.0,nan,1.0,nan,2.0,2.0,nan,2.0,1.0,1.0,5.0,nan,nan,nan
Peak_50,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Dur_2,2.0,19.0,1.0,2.0,3.0,1.0,nan,12.0,2.0,2.0,1.0,nan,nan,6.0,1.0,4.0,8.0,nan,7.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,27.0,6.0,46.0,48.0,14.0,12.0
Fre_2,2.0,7.0,1.0,1.0,2.0,1.0,nan,8.0,2.0,2.0,1.0,nan,nan,5.0,1.0,3.0,6.0,nan,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,8.0,4.0,8.0,7.0,7.0,7.0
High_2,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912,6.045999999999912
Dur_5,3.0,25.0,3.0,4.0,5.0,1.0,1.0,14.0,2.0,2.0,2.0,nan,4.0,7.0,1.0,4.0,13.0,1.0,9.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,36.0,11.0,137.0,181.0,98.0,49.0
Fre_5,2.0,8.0,1.0,2.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,nan,1.0,5.0,1.0,3.0,6.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,9.0,6.0,16.0,14.0,20.0,10.0
High_5,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Dur_10,14.0,38.0,5.0,9.0,6.0,5.0,3.0,15.0,2.0,2.0,2.0,nan,6.0,7.0,1.0,4.0,13.0,1.0,9.0,3.0,1.0,2.0,1.0,5.0,4.0,2.0,3.0,41.0,17.0,194.0,282.0,246.0,267.0
Fre_10,7.0,8.0,3.0,3.0,5.0,2.0,3.0,9.0,2.0,2.0,2.0,nan,3.0,5.0,1.0,3.0,6.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,9.0,10.0,10.0,12.0,13.0,3.0
High_10,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Dur_20,264.0,165.0,182.0,144.0,81.0,146.0,23.0,43.0,37.0,25.0,20.0,nan,8.0,8.0,5.0,7.0,20.0,2.0,28.0,9.0,3.0,3.0,3.0,6.0,5.0,3.0,7.0,67.0,53.0,304.0,365.0,346.0,365.0
Fre_20,7.0,12.0,11.0,9.0,13.0,10.0,4.0,11.0,6.0,6.0,6.0,nan,3.0,6.0,4.0,4.0,9.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,9.0,11.0,10.0,1.0,3.0,1.0
High_20,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
