Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
Peak_Dur_50,nan,1.0,nan,1.0,nan,4.0,nan,1.0,1.0,nan,1.0,nan,2.0,nan,2.0,nan,nan,nan,3.0,3.0,1.0,nan,1.0,3.0,nan,nan,nan,2.0,nan,5.0,nan,3.0
Peak_Fre_50,nan,1.0,nan,1.0,nan,3.0,nan,1.0,1.0,nan,1.0,nan,2.0,nan,2.0,nan,nan,nan,2.0,2.0,1.0,nan,1.0,2.0,nan,nan,nan,2.0,nan,4.0,nan,3.0
Peak_50,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0,2540.0
Dur_2,5.0,11.0,6.0,6.0,nan,17.0,1.0,14.0,3.0,3.0,4.0,7.0,11.0,1.0,11.0,1.0,9.0,3.0,17.0,21.0,7.0,nan,6.0,19.0,6.0,nan,nan,14.0,4.0,14.0,3.0,12.0
Fre_2,4.0,7.0,4.0,5.0,nan,7.0,1.0,8.0,2.0,2.0,4.0,3.0,7.0,1.0,5.0,1.0,6.0,2.0,8.0,7.0,5.0,nan,3.0,6.0,3.0,nan,nan,5.0,3.0,4.0,1.0,6.0
High_2,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0
Dur_5,13.0,25.0,18.0,15.0,3.0,36.0,6.0,48.0,9.0,5.0,10.0,13.0,25.0,3.0,22.0,3.0,24.0,12.0,36.0,36.0,17.0,1.0,28.0,43.0,19.0,nan,nan,30.0,10.0,28.0,8.0,40.0
Fre_5,8.0,9.0,8.0,6.0,3.0,7.0,3.0,10.0,3.0,3.0,6.0,6.0,6.0,2.0,7.0,2.0,10.0,6.0,10.0,7.0,5.0,1.0,8.0,10.0,6.0,nan,nan,9.0,5.0,8.0,4.0,12.0
High_5,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989,532.4499999999989
Dur_10,39.0,66.0,35.0,31.0,11.0,56.0,19.0,86.0,15.0,8.0,17.0,22.0,39.0,5.0,49.0,10.0,71.0,24.0,76.0,57.0,33.0,6.0,51.0,82.0,40.0,3.0,nan,52.0,21.0,45.0,16.0,90.0
Fre_10,9.0,14.0,10.0,8.0,7.0,6.0,8.0,10.0,4.0,3.0,8.0,5.0,6.0,2.0,7.0,6.0,12.0,8.0,11.0,7.0,7.0,5.0,8.0,9.0,11.0,2.0,nan,9.0,5.0,7.0,7.0,15.0
High_10,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0
Dur_20,64.0,168.0,67.0,70.0,22.0,108.0,39.0,151.0,19.0,22.0,38.0,33.0,89.0,11.0,89.0,25.0,134.0,44.0,143.0,86.0,89.0,27.0,118.0,172.0,122.0,4.0,2.0,103.0,36.0,69.0,27.0,153.0
Fre_20,8.0,7.0,9.0,7.0,8.0,6.0,6.0,12.0,4.0,5.0,8.0,6.0,8.0,4.0,8.0,7.0,6.0,8.0,8.0,5.0,15.0,9.0,11.0,7.0,6.0,2.0,1.0,9.0,7.0,10.0,7.0,7.0
High_20,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0
