Year,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
DS_Dur_WS,150.0,160.0,237.0,186.0,222.0,228.0,nan,nan,207.0,218.0,195.0,199.0,178.0,140.0,138.0,246.0,293.0,215.0,229.0,261.0,245.0,290.0,252.0,260.0,196.0,221.0,233.0,321.0,235.0,237.0,229.0,183.0,208.0,180.0,231.0,184.0,218.0,225.0,298.0,229.0,171.0,182.0,175.0,267.0,236.0,204.0
DS_No_Flow,93.0,109.0,141.0,102.0,74.0,69.0,nan,nan,71.0,102.0,119.0,149.0,35.0,0.0,84.0,128.0,166.0,185.0,154.0,130.0,240.0,112.0,184.0,132.0,154.0,94.0,106.0,139.0,0.0,140.0,91.0,156.0,132.0,159.0,128.0,121.0,99.0,186.0,187.0,159.0,114.0,65.0,155.0,234.0,199.0,177.0
FA_Tim,16.0,nan,nan,44.0,nan,51.0,nan,nan,nan,51.0,47.0,64.0,44.0,25.0,nan,nan,55.0,nan,nan,nan,56.0,nan,nan,71.0,72.0,nan,72.0,nan,68.0,38.0,nan,nan,nan,39.0,nan,25.0,nan,70.0,nan,nan,73.0,nan,nan,nan,nan,nan
FA_Mag,1.246532665347905,nan,nan,3.100820648719227,nan,1.5419019437452208,nan,nan,nan,5.217425203658633,1.5724231062488712,3.4735537600573156,31.00939593743842,9.97360514120276,nan,nan,8.531897411874233,nan,nan,nan,2.046001549368697,nan,nan,25.985397964353396,1.7098420135798644,nan,31.943805428251764,nan,7.211755928902005,2.6764612478980867,nan,nan,nan,1.665247782968958,nan,1.3933421476716366,nan,2.0808064335741467,nan,nan,26.473059116300135,nan,nan,nan,nan,nan
Wet_Tim,76.0,47.0,62.0,96.0,37.0,113.0,111.0,nan,73.0,88.0,88.0,106.0,74.0,44.0,37.0,32.0,119.0,109.0,72.0,120.0,96.0,146.0,123.0,85.0,108.0,90.0,103.0,61.0,97.0,103.0,104.0,107.0,58.0,67.0,64.0,82.0,80.0,123.0,92.0,109.0,96.0,62.0,103.0,55.0,130.0,103.0
FA_Dur,5.0,nan,nan,8.0,nan,8.0,nan,nan,nan,21.0,6.0,21.0,3.0,10.0,nan,nan,10.0,nan,nan,nan,8.0,nan,nan,3.0,23.0,nan,2.0,nan,9.0,10.0,nan,nan,nan,13.0,nan,1.0,nan,8.0,nan,nan,4.0,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,1.7900000000000003,2.8,0.427,4.33,1.8,1.1600000000000001,0.33,nan,1.57,1.3,0.796,0.358,6.71,5.8,6.0,1.4,4.0,0.276,0.0,0.999,0.07600000000000008,0.0,0.36,5.0,0.52,3.1,5.76,8.15,7.5,6.829999999999999,2.6,1.7,1.5270000000000001,0.8960000000000001,0.3170000000000001,4.15,3.201,0.58,0.69,0.3100000000000002,1.461,2.29,1.188,0.0,0.01,0.03
Wet_BFL_Mag_50,9.600000000000001,5.800000000000001,1.75,23.5,7.6,22.0,1.2,nan,12.0,13.0,20.0,2.6,13.0,33.0,17.0,2.2,24.0,0.835,0.22,4.1,1.7,18.0,1.53,16.0,1.0,11.5,25.0,45.5,31.5,14.0,24.0,4.15,3.5149999999999997,2.49,2.48,13.1,24.7,2.15,6.75,7.22,6.6,18.4,2.72,1.94,0.05,0.04
Wet_BFL_Dur,80.0,134.0,70.0,84.0,173.0,77.0,91.0,nan,138.0,95.0,73.0,70.0,122.0,171.0,53.0,150.0,51.0,60.0,134.0,60.0,72.0,33.0,18.0,95.0,126.0,126.0,57.0,60.0,92.0,92.0,60.0,100.0,120.0,153.0,88.0,95.0,122.0,30.0,58.0,49.0,102.0,117.0,97.0,33.0,81.0,67.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_2,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0,1343.0
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_5,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25,814.25
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_10,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5,746.5
Peak_Dur_20,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,3.0,1.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_Fre_20,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,3.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan
Peak_20,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0
Peak_Dur_50,1.0,nan,nan,1.0,nan,2.0,nan,nan,2.0,1.0,7.0,nan,6.0,10.0,3.0,nan,6.0,nan,nan,nan,nan,1.0,nan,3.0,nan,2.0,1.0,11.0,5.0,2.0,5.0,nan,nan,nan,nan,4.0,5.0,nan,nan,1.0,1.0,6.0,nan,1.0,nan,nan
Peak_Fre_50,1.0,nan,nan,1.0,nan,2.0,nan,nan,2.0,1.0,2.0,nan,3.0,8.0,1.0,nan,3.0,nan,nan,nan,nan,1.0,nan,2.0,nan,1.0,1.0,6.0,4.0,2.0,4.0,nan,nan,nan,nan,2.0,3.0,nan,nan,1.0,1.0,4.0,nan,1.0,nan,nan
Peak_50,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0
Dur_2,6.0,nan,2.0,7.0,3.0,9.0,nan,nan,16.0,6.0,15.0,1.0,16.0,37.0,12.0,3.0,17.0,nan,nan,nan,nan,5.0,3.0,16.0,nan,20.0,13.0,23.0,21.0,8.0,8.0,1.0,2.0,1.0,3.0,13.0,18.0,1.0,5.0,1.0,4.0,19.0,2.0,3.0,nan,nan
Fre_2,4.0,nan,1.0,3.0,2.0,5.0,nan,nan,7.0,5.0,3.0,1.0,8.0,12.0,7.0,2.0,3.0,nan,nan,nan,nan,3.0,2.0,7.0,nan,7.0,6.0,6.0,9.0,5.0,4.0,1.0,2.0,1.0,2.0,6.0,10.0,1.0,3.0,1.0,2.0,7.0,2.0,1.0,nan,nan
High_2,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Dur_5,17.0,8.0,6.0,31.0,17.0,22.0,nan,nan,36.0,17.0,28.0,6.0,40.0,90.0,23.0,8.0,24.0,1.0,nan,4.0,nan,12.0,6.0,37.0,2.0,37.0,26.0,36.0,55.0,24.0,26.0,6.0,6.0,7.0,8.0,29.0,53.0,5.0,8.0,8.0,16.0,44.0,6.0,7.0,nan,nan
Fre_5,6.0,5.0,3.0,9.0,7.0,8.0,nan,nan,9.0,6.0,5.0,3.0,6.0,9.0,9.0,4.0,3.0,1.0,nan,3.0,nan,4.0,3.0,6.0,2.0,8.0,8.0,5.0,7.0,6.0,7.0,4.0,3.0,5.0,4.0,8.0,8.0,2.0,4.0,4.0,7.0,10.0,4.0,2.0,nan,nan
High_5,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992,32.92999999999992
Dur_10,41.0,37.0,10.0,65.0,55.0,68.0,nan,nan,66.0,44.0,49.0,16.0,73.0,143.0,63.0,15.0,38.0,3.0,nan,9.0,2.0,22.0,13.0,59.0,7.0,74.0,61.0,65.0,101.0,52.0,44.0,24.0,15.0,17.0,18.0,70.0,87.0,8.0,21.0,17.0,39.0,83.0,15.0,10.0,nan,nan
Fre_10,6.0,8.0,3.0,7.0,9.0,7.0,nan,nan,12.0,6.0,4.0,3.0,11.0,4.0,11.0,4.0,5.0,3.0,nan,5.0,1.0,3.0,2.0,8.0,2.0,9.0,9.0,5.0,9.0,6.0,4.0,4.0,4.0,7.0,4.0,9.0,7.0,2.0,4.0,5.0,9.0,5.0,5.0,3.0,nan,nan
High_10,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Dur_20,85.0,77.0,19.0,101.0,120.0,107.0,6.0,nan,111.0,100.0,110.0,26.0,157.0,214.0,172.0,38.0,85.0,15.0,4.0,30.0,20.0,27.0,25.0,113.0,15.0,133.0,113.0,115.0,166.0,117.0,87.0,49.0,42.0,54.0,39.0,140.0,141.0,20.0,38.0,36.0,88.0,155.0,42.0,16.0,1.0,nan
Fre_20,6.0,4.0,3.0,4.0,6.0,4.0,2.0,nan,9.0,6.0,3.0,5.0,7.0,7.0,4.0,8.0,8.0,4.0,3.0,5.0,4.0,2.0,4.0,6.0,4.0,6.0,4.0,3.0,3.0,4.0,6.0,5.0,9.0,9.0,5.0,5.0,5.0,6.0,3.0,4.0,7.0,10.0,5.0,4.0,1.0,nan
High_20,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97
