Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Avg,0.6616438356164384,3.8939890710382508,1.1389041095890413,2.0810958904109587,1.3232876712328767,1.2346994535519127,1.4032876712328768,4.736438356164383,0.9120547945205478,0.5398907103825137,0.2926027397260274,1.3745205479452056,0.4641095890410959,0.5084699453551913,0.8400000000000001,2.629041095890411,4.939643835616438,1.4280601092896177,12.456931506849314,1.6492876712328768,1.445013698630137,0.8901092896174864,2.713972602739726,1.5286301369863011,1.3277534246575342,0.9421857923497269,0.7198630136986301,7.249808219178083,3.640520547945205,13.884153005464482,2.451698630136986,2.496986301369863,9.717260273972602,3.1194535519125677,1.8438082191780822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.472684931506849,1.4981369863013696,2.6347945205479455,5.5693972602739725,1.6388251366120217,1.2905753424657533,0.884986301369863,0.7673150684931507,0.7832240437158471
Std,0.6137756800946897,4.960534624356875,0.91344232506272,3.098731318673108,1.6904340488199017,4.827745776369809,2.166150587863193,6.648659432261517,1.2609921717725028,0.5712071285306188,0.3650859437089625,2.551267770321091,0.9601938097976905,0.8283299136322615,1.6606286975819962,7.846983918344008,13.352790119774069,1.7038031411896908,42.32687340806261,1.3331318721259868,3.871069911547236,2.0257701737361393,3.4589998315793293,2.061702790764936,1.1399276086222452,1.5415718783733652,0.7236079562756604,18.098380044556272,3.414494487584094,24.854263088683744,2.6225954658828643,3.038208143929534,11.5706166184978,3.680659053418926,2.619978252850946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.385947822125513,1.3415782294068113,3.182824587538319,7.4644146597069,0.8859908392511759,0.8192030527187913,1.1959714626772557,0.8163587191094924,0.8638906712547116
CV,0.9276526842010839,1.273895363818844,0.802036200740661,1.4889901676088526,1.2774501611164888,3.9100574333953304,1.5436254677275778,1.4037255279820997,1.382583787014009,1.0580051064888991,1.2477188151102183,1.856114682414188,2.0688945724684595,1.6290636667888645,1.9769389256928525,2.984732315751941,2.7031888460249123,1.1930892335037915,3.3978571195313725,0.8083076684429727,2.678915719080714,2.2758667922752376,1.274515383127857,1.3487257256549903,0.8585386318369055,1.6361654897478588,1.0052022989176634,2.4963943179462618,0.9379138072744334,1.7901173430530246,1.0697054824133623,1.2167500247249068,1.1907282806337254,1.1799050673994738,1.4209602851314214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3693405815605157,0.895497702595893,1.2079972698882044,1.3402553832799686,0.5406256100530675,0.6347580228471084,1.351401101718774,1.0639159227156236,1.102993042905269
SP_Tim,254.0,215.0,235.0,213.0,240.0,149.0,235.0,188.0,211.0,232.0,239.0,177.0,257.0,257.0,195.0,94.0,207.0,229.0,151.0,156.0,222.0,89.0,175.0,230.0,236.0,201.0,240.0,192.0,245.0,161.0,234.0,192.0,215.0,187.0,207.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,240.0,196.0,197.0,180.0,199.0,222.0,186.0,231.0,222.0
SP_Mag,0.7,7.9,1.5,4.7,1.9,8.7,5.2,52.0,2.1,0.6,0.3,4.9,0.7,0.7,14.0,13.0,13.0,2.0,590.0,10.0,2.3,20.0,8.1,1.7,2.6,3.3,1.7,16.0,3.9,110.0,9.2,9.0,22.0,4.0,2.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.13,3.07,6.98,12.2,5.75,2.15,2.14,1.26,1.93
SP_Dur,58.0,75.0,96.0,102.0,95.0,138.0,91.0,108.0,86.0,64.0,54.0,128.0,38.0,44.0,105.0,166.0,88.0,65.0,119.0,142.0,68.0,185.0,134.0,74.0,87.0,128.0,99.0,93.0,61.0,71.0,103.0,119.0,120.0,122.0,78.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,74.0,135.0,85.0,143.0,118.0,64.0,nan,nan,48.0
SP_ROC,0.33333333333333326,0.057189542483660115,0.1547619047619047,0.07417582417582416,0.16666666666666663,0.09090909090909098,0.09999999999999995,0.052777777777777826,0.1180555555555556,0.29166666666666663,0.5,0.09090909090909098,0.29166666666666663,0.45,0.10263157894736841,0.0555555555555556,0.04347826086956519,0.08450704225352106,0.0546594982078853,0.04761904761904766,0.07142857142857134,0.06472559698366155,0.05882352941176465,0.07500000000000007,0.06379731379731385,0.09523809523809519,0.0789473684210527,0.0314980158730159,0.05882352941176463,0.06666666666666667,0.07778738115816775,0.04615384615384613,0.04257246376811588,0.08510638297872336,0.07100840336134445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03960396039603964,0.032967032967032996,0.03508771929824565,0.02520454597586557,0.041492500614703685,0.07340067340067347,nan,nan,0.08974358974358981
DS_Tim,312.0,290.0,331.0,315.0,335.0,287.0,326.0,296.0,297.0,296.0,293.0,305.0,295.0,301.0,300.0,260.0,295.0,294.0,270.0,298.0,290.0,274.0,309.0,304.0,323.0,329.0,339.0,285.0,306.0,232.0,337.0,311.0,335.0,309.0,285.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,314.0,331.0,282.0,323.0,317.0,286.0,nan,nan,270.0
DS_Mag_90,1.2,1.2,0.6,0.4,0.7,0.5,1.1,1.1,0.3,0.0,0.5,nan,0.3,0.6,0.1,0.6,1.6,0.67,3.4200000000000004,0.825,0.78,0.4200000000000003,1.0,0.67,0.65,nan,2.45,2.3,1.7,7.080000000000002,1.4,3.9,nan,0.9880000000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9910000000000001,1.25,1.27,nan,0.7489999999999999,0.7310000000000001,nan,nan,0.42200000000000015
DS_Mag_50,0.0,0.6,0.3,0.2,0.3,0.2,0.6,0.8,0.1,0.0,0.0,nan,0.0,0.1,0.1,0.2,1.2,0.5,2.1,0.51,0.3,0.11,0.5,0.3,0.46499999999999997,nan,0.26,1.6,1.3,2.5,0.89,1.2,nan,0.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.81,0.71,0.95,nan,0.53,0.63,nan,nan,0.36
DS_Dur_WS,135.0,93.0,135.0,67.0,134.0,168.0,111.0,156.0,129.0,82.0,179.0,nan,80.0,230.0,105.0,159.0,107.0,172.0,119.0,116.0,141.0,127.0,137.0,116.0,162.0,nan,126.0,152.0,168.0,237.0,117.0,161.0,nan,74.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,110.0,136.0,151.0,nan,78.0,120.0,nan,nan,117.0
DS_No_Flow,73.0,0.0,20.0,0.0,28.0,51.0,1.0,0.0,54.0,76.0,123.0,nan,57.0,111.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,0.0
FA_Tim,nan,24.0,nan,nan,nan,44.0,66.0,10.0,nan,nan,nan,62.0,nan,nan,nan,nan,37.0,nan,nan,nan,nan,nan,18.0,48.0,27.0,nan,21.0,35.0,41.0,19.0,64.0,10.0,25.0,0.0,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,nan,58.0,50.0,4.0,nan,nan,31.0,nan
FA_Mag,nan,2.096577075706327,nan,nan,nan,1.1406179163779577,1.21446227098155,1.6921916647193358,nan,nan,nan,12.606949751114522,nan,nan,nan,nan,5.9847264319928755,nan,nan,nan,nan,nan,5.446618174827238,5.7294057715709314,3.8029856635050745,nan,6.476698557032102,1.1796194466162166,3.804387027273673,15.992008429065695,7.357015038317178,2.331477245562718,5.782947321966174,31.999486365622346,3.1599502912100514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1438623480323034,nan,1.4367453277620574,8.727141279064965,7.038507950751757,nan,nan,1.4697645725154567,nan
Wet_Tim,32.0,81.0,17.0,100.0,16.0,103.0,89.0,71.0,86.0,60.0,12.0,106.0,nan,9.0,165.0,39.0,53.0,36.0,100.0,23.0,48.0,65.0,35.0,80.0,54.0,119.0,nan,99.0,71.0,108.0,103.0,88.0,106.0,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,86.0,58.0,101.0,67.0,nan,29.0,40.0,38.0,21.0
FA_Dur,nan,6.0,nan,nan,nan,7.0,8.0,0.0,nan,nan,nan,10.0,nan,nan,nan,nan,6.0,nan,nan,nan,nan,nan,4.0,4.0,3.0,nan,5.0,1.0,7.0,4.0,6.0,4.0,4.0,1.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,5.0,2.0,3.0,nan,nan,2.0,nan
Wet_BFL_Mag_10,0.6,2.83,0.8,1.6200000000000003,0.53,0.7,1.05,1.5,0.9,0.5,0.2,0.5,nan,0.3,0.5,0.6200000000000003,2.3,1.3,1.0,1.1,0.74,0.68,0.98,1.4,0.792,1.3,nan,3.8,2.73,7.220000000000001,2.2,1.6,9.48,nan,1.0900000000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.1189999999999998,1.0610000000000002,3.06,4.1739999999999995,nan,0.956,0.885,0.57,0.48
Wet_BFL_Mag_50,0.9,7.2,1.6,3.7,1.55,2.2,1.85,4.6,1.2,0.9,0.4,3.4,nan,0.5,0.6499999999999999,3.9,5.0,1.7,15.0,1.8,1.4,0.7,2.45,2.1,1.6,1.6,nan,11.0,4.8,30.0,2.6,2.0,16.0,nan,2.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.3449999999999998,1.9249999999999998,4.59,7.03,nan,1.93,1.12,0.9,1.0
Wet_BFL_Dur,222.0,134.0,218.0,113.0,224.0,46.0,146.0,117.0,125.0,172.0,227.0,71.0,nan,248.0,30.0,55.0,154.0,193.0,51.0,133.0,174.0,24.0,140.0,150.0,182.0,82.0,nan,93.0,174.0,53.0,131.0,104.0,109.0,nan,190.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,154.0,138.0,96.0,113.0,nan,193.0,146.0,193.0,201.0
Peak_Dur_2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
