Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971
FA_Mag,nan,15.06397289344769,58.9950345021734,11.843855246844388,22.998093727905783,nan,32.025388331584146,19.995081237123323,nan,11.012691937374292,nan,20.017709917068604,33.00181787257624,20.975549372299366,49.984020529901784,17.97540257084858,nan,nan,14.986097242598563,123.96553668277676,39.974870554320155
FA_Tim,nan,25.0,45.0,20.0,43.0,nan,31.0,14.0,nan,50.0,nan,51.0,14.0,12.0,28.0,16.0,nan,nan,13.0,16.0,37.0
FA_Dur,nan,7.0,9.0,6.0,6.0,nan,2.0,4.0,nan,8.0,nan,10.0,3.0,7.0,7.0,3.0,nan,nan,5.0,3.0,5.0
Wet_BFL_Mag_10,80.0,103.0,54.800000000000004,30.0,28.3,23.0,41.2,87.0,21.0,18.0,14.0,32.0,57.2,31.0,118.00000000000001,49.0,49.0,24.400000000000002,446.0,40.400000000000006,70.0
Wet_BFL_Mag_50,140.0,338.0,102.0,105.5,64.0,324.0,97.0,228.5,74.0,60.0,31.0,312.5,185.0,59.0,191.0,97.5,140.5,64.0,762.0,118.0,100.0
Wet_Tim,38.0,85.0,58.0,104.0,60.0,58.0,128.0,122.0,76.0,93.0,30.0,121.0,111.0,32.0,73.0,36.0,49.0,47.0,100.0,76.0,49.0
Wet_BFL_Dur,192.0,115.0,195.0,154.0,164.0,64.0,107.0,66.0,145.0,145.0,206.0,56.0,115.0,227.0,123.0,190.0,158.0,185.0,91.0,83.0,178.0
Peak_2,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0
Peak_5,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0,4430.0
Peak_10,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0,6700.0
Peak_Dur_2,5.0,13.0,1.0,nan,nan,16.0,nan,21.0,nan,nan,nan,11.0,4.0,nan,9.0,nan,26.0,nan,42.0,4.0,nan
Peak_Dur_5,1.0,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan
Peak_Dur_10,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
Peak_Fre_2,4.0,4.0,1.0,nan,nan,4.0,nan,5.0,nan,nan,nan,2.0,2.0,nan,4.0,nan,9.0,nan,8.0,3.0,nan
Peak_Fre_5,1.0,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
SP_Mag,138.0,638.0,130.0,81.0,238.0,2670.0,360.0,6700.0,79.0,75.0,42.0,462.0,282.0,67.0,938.0,143.0,2540.0,80.0,1950.0,937.0,143.0
SP_Tim,230.0,200.0,253.0,258.0,224.0,122.0,235.0,188.0,221.0,238.0,236.0,177.0,226.0,259.0,196.0,226.0,207.0,232.0,191.0,159.0,227.0
SP_Dur,49.0,114.0,62.0,55.0,90.0,158.0,79.0,31.0,67.0,57.0,39.0,116.0,80.0,57.0,97.0,73.0,109.0,58.0,113.0,139.0,87.0
SP_ROC,0.05334281650071124,0.04225352112676056,0.07846153846153847,0.07299658994032396,0.06876640419947506,0.05292643373138729,0.0908466819221968,0.053780932662920236,0.0824829931972789,0.10556586270871982,0.11437908496732026,0.05263157894736842,0.05,0.10487038491751768,0.04089237089762576,0.09090909090909091,0.03488372093023256,0.11428571428571428,0.0335779689872544,0.03524297469337059,0.0610470275066549
DS_Mag_50,5.25,9.0,5.9,0.0,0.0,12.0,7.4,18.0,4.2,0.0,0.0,7.6,5.4,0.5,9.8,0.0,11.0,2.25,22.0,1.6,0.32
DS_Mag_90,24.900000000000006,17.0,18.0,14.0,11.100000000000009,28.0,32.0,154.0,10.0,2.0,20.0,11.0,13.0,32.0,22.0,7.949999999999999,18.80000000000001,55.0,35.3,13.400000000000006,14.0
DS_Tim,279.0,314.0,315.0,313.0,314.0,280.0,314.0,219.0,288.0,295.0,275.0,293.0,306.0,316.0,293.0,299.0,316.0,290.0,304.0,298.0,314.0
DS_Dur_WS,172.0,110.0,155.0,113.0,110.0,214.0,174.0,223.0,171.0,101.0,212.0,184.0,92.0,123.0,109.0,116.0,97.0,176.0,138.0,117.0,101.0
