Year,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974
FA_Mag,105.99655658347581,nan,nan,2359.845924968551,1029.9825314148422,nan,nan,nan,nan,nan,nan,921.9765323252052,nan,nan,71.99717292683427,93.99952376889155,296.9962979508806,nan,36.999743085775904,86.99898229676596,nan
FA_Tim,17.0,nan,nan,29.0,8.0,nan,nan,nan,nan,nan,nan,42.0,nan,nan,2.0,12.0,15.0,nan,0.0,13.0,nan
FA_Dur,5.0,nan,nan,10.0,6.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,6.0,6.0,3.0,nan,4.0,6.0,nan
Wet_BFL_Mag_10,130.0,115.4,200.0,108.10000000000001,233.5,nan,nan,nan,nan,nan,74.5,87.9,102.70000000000003,78.2,130.60000000000002,188.0,208.0,183.40000000000003,161.4,115.2,181.8
Wet_BFL_Mag_50,400.0,216.5,580.0,303.5,957.0,nan,nan,nan,nan,nan,230.5,481.5,392.5,322.5,387.5,434.0,560.0,486.0,354.0,467.0,759.0
Wet_Tim,37.0,33.0,45.0,100.0,72.0,nan,nan,nan,nan,nan,15.0,50.0,35.0,39.0,56.0,26.0,67.0,31.0,36.0,61.0,17.0
Wet_BFL_Dur,153.0,188.0,135.0,134.0,126.0,nan,nan,nan,nan,nan,172.0,154.0,162.0,192.0,124.0,199.0,96.0,164.0,163.0,125.0,167.0
Peak_2,8015.0,8015.0,8015.0,8015.0,8015.0,nan,nan,nan,nan,nan,8015.0,8015.0,8015.0,8015.0,8015.0,8015.0,8015.0,8015.0,8015.0,8015.0,8015.0
Peak_5,11000.0,11000.0,11000.0,11000.0,11000.0,nan,nan,nan,nan,nan,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0,11000.0
Peak_10,13600.0,13600.0,13600.0,13600.0,13600.0,nan,nan,nan,nan,nan,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0
Peak_Dur_2,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,2.0,nan,nan,3.0,2.0,nan,nan,nan,2.0
Peak_Dur_5,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_Dur_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,2.0,2.0,nan,nan,nan,1.0
Peak_Fre_5,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_Fre_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,3010.0,523.0,592.0,1760.0,1120.0,nan,nan,nan,nan,nan,307.0,3350.0,998.0,601.0,1110.0,430.0,706.0,1200.0,610.0,507.0,7230.0
SP_Tim,190.0,221.0,180.0,234.0,198.0,nan,nan,nan,nan,nan,187.0,204.0,197.0,231.0,180.0,225.0,163.0,195.0,199.0,186.0,184.0
SP_Dur,40.0,64.0,83.0,39.0,50.0,nan,nan,nan,nan,nan,72.0,23.0,41.0,38.0,31.0,30.0,30.0,58.0,48.0,61.0,30.0
SP_ROC,0.0658682634730539,0.0647255969836615,0.06086956521739131,0.05662429863735257,0.05428781744571218,nan,nan,nan,nan,nan,0.04040816326530612,0.07745461643568222,0.06140350877192982,0.05365953947368421,0.061193928255394464,0.05555555555555555,0.06584015406836784,0.053238866396761134,0.057692307692307696,0.057692307692307696,0.08013178627703768
DS_Mag_50,8.0,4.9,18.0,31.0,nan,nan,nan,nan,nan,nan,6.8,7.1,5.1,9.5,12.0,11.0,5.5,8.8,12.0,5.949999999999999,14.0
DS_Mag_90,45.0,9.4,63.60000000000002,252.59999999999974,nan,nan,nan,nan,nan,nan,34.0,46.400000000000034,32.80000000000001,28.80000000000001,49.0,42.30000000000001,59.0,39.0,185.79999999999995,26.0,82.40000000000012
DS_Tim,230.0,285.0,263.0,273.0,248.0,nan,nan,nan,nan,nan,259.0,227.0,238.0,269.0,211.0,255.0,193.0,253.0,247.0,247.0,214.0
DS_Dur_WS,169.0,126.0,203.0,165.0,nan,nan,nan,nan,nan,nan,157.0,174.0,167.0,153.0,181.0,178.0,204.0,149.0,180.0,136.0,169.0
