Year,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Peak_Dur_2,3.0,1.0,6.0,1.0,2.0,nan,2.0,nan,nan,1.0,1.0,6.0,3.0,nan,nan,nan,4.0,3.0,5.0,nan,2.0,3.0,nan,nan,1.0,nan,1.0,nan,2.0,3.0,1.0,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,4.0,1.0,1.0,1.0,nan,nan,1.0,1.0,nan,3.0,nan,nan,2.0,nan,nan,nan,nan,nan,nan
Peak_Dur_5,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,4.0,1.0,nan,nan,nan,1.0,nan,4.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,1.0,1.0,3.0,1.0,2.0,nan,1.0,nan,nan,1.0,1.0,1.0,1.0,nan,nan,nan,2.0,2.0,2.0,nan,2.0,2.0,nan,nan,1.0,nan,1.0,nan,1.0,2.0,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,3.0,1.0,1.0,1.0,nan,nan,1.0,1.0,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan
Peak_Fre_5,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,1.0,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,2750.0,2410.0,12600.0,3860.0,4960.0,4220.0,8800.0,3760.0,1040.0,3390.0,2530.0,3140.0,1990.0,1820.0,2160.0,1430.0,525.0,2310.0,2430.0,2740.0,16400.0,2210.0,1770.0,409.0,953.0,4160.0,854.0,539.0,10500.0,1480.0,1670.0,2850.0,2130.0,540.0,1760.0,5260.0,4310.0,863.0,2200.0,3090.0,311.0,1540.0,2280.0,3120.0,1230.0,1300.0,311.0,151.0,976.0,3890.0,1610.0,1560.0,2600.0,2200.0,1170.0,2230.0,2780.0,4140.0,9350.0,2660.0,646.0,905.0
SP_Tim,192.0,214.0,148.0,235.0,188.0,184.0,242.0,226.0,214.0,222.0,168.0,205.0,197.0,227.0,181.0,210.0,204.0,204.0,199.0,186.0,186.0,211.0,197.0,242.0,231.0,223.0,226.0,241.0,199.0,224.0,254.0,183.0,222.0,nan,250.0,185.0,246.0,234.0,204.0,248.0,253.0,228.0,238.0,208.0,244.0,220.0,260.0,273.0,203.0,215.0,208.0,265.0,202.0,207.0,210.0,221.0,251.0,203.0,186.0,193.0,226.0,193.0
SP_Dur,104.0,51.0,59.0,36.0,40.0,54.0,33.0,45.0,52.0,47.0,72.0,29.0,38.0,38.0,37.0,52.0,60.0,48.0,40.0,44.0,54.0,43.0,57.0,55.0,26.0,52.0,32.0,52.0,43.0,37.0,33.0,102.0,38.0,nan,49.0,110.0,54.0,53.0,48.0,40.0,33.0,20.0,37.0,47.0,44.0,49.0,13.0,15.0,49.0,42.0,51.0,44.0,53.0,51.0,51.0,37.0,58.0,64.0,55.0,37.0,54.0,45.0
SP_ROC,0.03942652329749104,0.03795865279299014,0.06141528001431383,0.044444444444444446,0.05,0.05725920346483382,0.06228992501939153,0.054878048780487805,0.03821656050955414,0.05281877083108022,0.050274725274725277,0.05263157894736842,0.05074074074074074,0.05415944792201724,0.04990514491582733,0.03773584905660377,0.04819277108433735,0.05377861938371493,0.05436893203883495,0.05217391304347826,0.050927649953451254,0.05306878306878307,0.04998078501930232,0.037704335465529495,0.04257976152110861,0.05223880597014925,0.039230769230769236,0.036,0.05752641913208463,0.04972131491414701,0.05019675592667243,0.05330226623394635,0.05483005366726297,nan,0.04723102833366356,0.0576271186440678,0.05185185185185185,0.04487179487179487,0.0472972972972973,0.06787968546140555,0.04210992907801418,0.05050298976533621,0.05121359223300971,0.07417582417582418,0.04690651292602929,0.03638814016172507,0.04421104054714216,0.050031269543464665,0.04519918283963228,0.060783926868567296,0.03875968992248062,0.04729729729729733,0.059039999008967295,0.04883227176220807,0.0395368571492374,0.048109965635738834,0.04448891625615764,0.0430409568684306,0.06556558771748645,0.04963768115942029,0.0394339475374796,0.036057900667417875
DS_Mag_50,54.0,44.0,120.0,85.0,73.5,44.0,42.0,58.0,49.0,48.0,71.0,47.5,36.0,56.0,67.0,61.0,27.0,75.0,43.5,51.0,36.0,41.5,44.0,34.0,58.5,29.5,37.0,36.0,42.0,69.0,41.0,23.0,62.5,26.0,23.5,40.5,46.0,33.0,17.5,40.5,15.0,42.0,38.0,67.0,40.0,28.0,28.0,9.55,16.05,25.6,30.4,38.0,21.1,39.849999999999994,31.4,26.8,37.55,67.55000000000001,72.2,49.3,22.7,23.1
DS_Mag_90,97.60000000000005,100.9,480.0,295.0,268.0,133.0,122.80000000000001,140.0,103.80000000000001,128.4,248.0000000000001,303.6,137.60000000000002,133.0,245.50000000000026,148.2,104.6,200.39999999999998,154.0,160.2000000000001,146.5,130.0,129.1,271.5,205.0,89.5,138.0,211.0,167.60000000000005,184.50000000000003,91.0,219.1999999999999,179.80000000000013,148.20000000000002,64.5,194.39999999999986,132.0,68.39999999999999,128.1000000000004,131.8,43.0,267.60000000000014,124.00000000000004,206.0,103.0,109.0,92.00000000000001,28.599999999999994,84.84,121.80000000000007,100.19999999999999,423.8,117.19999999999996,124.5,166.19999999999996,157.20000000000002,70.80000000000001,201.70000000000002,257.80000000000007,148.60000000000002,202.20000000000005,153.2000000000001
DS_Tim,296.0,265.0,207.0,271.0,228.0,238.0,275.0,271.0,266.0,269.0,240.0,234.0,235.0,265.0,218.0,262.0,264.0,252.0,239.0,230.0,240.0,254.0,254.0,297.0,257.0,275.0,258.0,293.0,242.0,261.0,287.0,285.0,260.0,206.0,299.0,295.0,300.0,287.0,252.0,288.0,286.0,248.0,275.0,255.0,288.0,269.0,273.0,288.0,252.0,257.0,259.0,309.0,255.0,258.0,261.0,258.0,309.0,267.0,241.0,230.0,280.0,238.0
DS_Dur_WS,110.0,142.0,221.0,132.0,216.0,223.0,129.0,141.0,102.0,109.0,177.0,212.0,163.0,156.0,184.0,170.0,133.0,150.0,156.0,153.0,186.0,122.0,250.0,98.0,202.0,106.0,161.0,111.0,167.0,132.0,85.0,133.0,152.0,207.0,96.0,160.0,161.0,123.0,174.0,134.0,113.0,174.0,135.0,151.0,111.0,141.0,109.0,118.0,182.0,164.0,165.0,109.0,145.0,146.0,175.0,179.0,76.0,184.0,169.0,253.0,127.0,169.0
