Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971
FA_Mag,nan,1949.9930174790275,nan,999.9968044315012,nan,31299.87653750168,17999.912070051116,17499.924669094893,1269.9971748031326,nan,nan,nan,nan,nan,17199.96089959534,6659.981501742233,nan,881.9989883038638,705.9971999821059,1179.999324944709,nan
FA_Tim,nan,25.0,nan,18.0,nan,51.0,30.0,9.0,46.0,nan,nan,nan,nan,nan,42.0,45.0,nan,4.0,12.0,17.0,nan
FA_Dur,nan,5.0,nan,2.0,nan,10.0,9.0,2.0,8.0,nan,nan,nan,nan,nan,4.0,3.0,nan,5.0,3.0,6.0,nan
Wet_BFL_Mag_10,4710.0,4708.0,3472.0,3925.0,2390.0,6040.0,3065.0,7678.0,2218.0000000000005,2096.0,1710.0,1520.0,1430.0,2614.0,4714.0,4856.0,2068.0,2080.0,6028.0,5225.0,3026.0
Wet_BFL_Mag_50,11550.0,13000.0,8130.0,11100.0,4460.0,33600.0,5720.0,34200.0,8100.0,5650.0,6850.0,7170.0,5645.0,4720.0,26600.0,9660.0,10600.0,8630.0,12200.0,15650.0,10900.0
Wet_Tim,21.0,38.0,58.0,45.0,35.0,63.0,99.0,73.0,78.0,96.0,46.0,50.0,5.0,31.0,52.0,80.0,40.0,56.0,66.0,67.0,31.0
Wet_BFL_Dur,142.0,179.0,183.0,146.0,176.0,85.0,136.0,115.0,107.0,147.0,181.0,129.0,216.0,148.0,49.0,117.0,185.0,116.0,160.0,96.0,149.0
Peak_2,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0,188000.0
Peak_5,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0,261000.0
Peak_10,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0,267000.0
Peak_Dur_2,1.0,1.0,nan,1.0,nan,3.0,nan,nan,nan,2.0,nan,nan,1.0,nan,4.0,2.0,nan,nan,1.0,1.0,1.0
Peak_Dur_5,nan,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,1.0,nan,nan,nan,1.0,nan
Peak_Dur_10,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,1.0,nan
Peak_Fre_2,1.0,1.0,nan,1.0,nan,2.0,nan,nan,nan,1.0,nan,nan,1.0,nan,1.0,1.0,nan,nan,1.0,1.0,1.0
Peak_Fre_5,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,1.0,nan
Peak_Fre_10,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan
SP_Mag,22500.0,11000.0,11900.0,45000.0,22000.0,188000.0,36700.0,103000.0,16500.0,23100.0,15700.0,10800.0,10600.0,6300.0,140000.0,15500.0,11700.0,33700.0,6990.0,21000.0,131000.0
SP_Tim,163.0,217.0,241.0,191.0,211.0,148.0,235.0,188.0,185.0,243.0,227.0,179.0,221.0,179.0,101.0,197.0,225.0,172.0,226.0,163.0,180.0
SP_Dur,92.0,41.0,38.0,45.0,62.0,39.0,35.0,28.0,38.0,20.0,43.0,54.0,41.0,60.0,124.0,43.0,40.0,39.0,25.0,36.0,55.0
SP_ROC,0.051644345792957624,0.04926108374384237,0.06545454545454546,0.05108695652173913,0.05555555555555555,0.09174311926605505,0.05859713602163587,0.0637298747763864,0.052980132450331126,0.07868852459016394,0.05142857142857143,0.046536796536796536,0.05210393639713011,0.04390243902439024,0.07384615384615385,0.046875,0.055865921787709494,0.042343978385082165,0.05187023449863329,0.045454545454545456,0.05203619909502263
DS_Mag_50,204.0,136.0,291.0,256.0,166.0,532.0,680.0,270.0,180.0,168.0,195.0,224.0,262.0,157.0,250.0,134.0,258.0,341.0,268.0,201.0,242.0
DS_Mag_90,460.80000000000024,885.5,750.0,1046.0,500.0,4067.000000000001,5526.000000000012,3350.0000000000055,724.0000000000003,724.0000000000003,495.5,1055.0,918.0,836.2,3030.0,542.5,852.0000000000002,1780.0,969.8,1438.0000000000007,1398.0
DS_Tim,255.0,258.0,279.0,236.0,273.0,187.0,270.0,216.0,223.0,263.0,270.0,233.0,262.0,239.0,225.0,240.0,265.0,211.0,251.0,199.0,235.0
DS_Dur_WS,149.0,166.0,132.0,165.0,156.0,278.0,169.0,228.0,239.0,149.0,146.0,138.0,135.0,179.0,221.0,166.0,157.0,221.0,182.0,198.0,162.0
