Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,22.984059785735766,nan,nan,2.2175972834164046,nan,nan,nan,nan,nan,nan,16.012885666689634,nan,8.573849562925588,nan,nan,nan,nan,nan,13.999338951755895,nan,nan,14.96739164332752,11.976255385735945,57.91479194755154,nan,nan,nan,3.872133194815935,nan,nan,nan,63.96698349308008,128.99767220745386,nan,28.999179401223962,nan,nan,nan,nan,nan,nan,nan,19.966155656548743,nan,nan,93.91861527332455,743.8886843779645,nan,nan,2.612862875214305,nan,nan,nan,61.58978646848552,7.775206829357042,1.4983939688199028,nan,27.97434850991775,11.576224252249652,nan,11.08770572378983,nan,nan,nan
FA_Tim,nan,65.0,nan,nan,70.0,nan,nan,nan,nan,nan,nan,62.0,nan,50.0,nan,nan,nan,nan,nan,37.0,nan,nan,47.0,48.0,64.0,nan,nan,nan,44.0,nan,nan,nan,49.0,0.0,nan,60.0,nan,nan,nan,nan,nan,nan,nan,71.0,nan,nan,52.0,66.0,nan,nan,61.0,nan,nan,nan,19.0,40.0,14.0,nan,31.0,13.0,nan,51.0,nan,nan,nan
FA_Dur,nan,6.0,nan,nan,23.0,nan,nan,nan,nan,nan,nan,20.0,nan,16.0,nan,nan,nan,nan,nan,4.0,nan,nan,16.0,16.0,21.0,nan,nan,nan,5.0,nan,nan,nan,16.0,6.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,3.0,2.0,nan,nan,31.0,nan,nan,nan,7.0,2.0,5.0,nan,2.0,5.0,nan,3.0,nan,nan,nan
Wet_BFL_Mag_10,nan,3.0,3.3,3.5,2.1100000000000003,0.0,0.8,10.8,2.7,0.8600000000000001,0.0,1.26,1.8,0.0,2.2,8.88,12.0,4.9,2.45,5.9,2.69,0.0,1.5,6.6,4.7,0.0,0.17,9.9,9.41,6.8,3.42,12.140000000000002,78.0,nan,2.1400000000000006,5.5,1.61,2.2,0.5680000000000001,nan,1.02,4.32,48.599999999999994,5.38,40.0,8.780000000000001,2.48,49.8,7.8,15.5,7.5,0.3620000000000001,0.0,1.7930000000000001,46.54,5.92,1.31,10.4,5.05,17.38000000000001,18.64,3.633,0.0,0.0,0.0
Wet_BFL_Mag_50,nan,35.0,6.7,12.0,4.3,2.5,3.7,62.0,5.65,4.4,0.3,2.9,4.9,0.9,4.0,21.0,28.0,7.0,316.0,7.75,11.5,0.0,62.0,13.0,27.0,3.1,0.63,120.0,28.0,157.0,9.5,39.0,145.5,nan,7.4,53.0,3.6500000000000004,4.5,5.9,nan,7.9,62.5,170.0,8.6,120.0,41.0,50.0,240.0,11.0,30.0,34.0,3.81,7.79,2.41,116.0,9.55,2.47,64.4,20.4,43.4,42.0,4.800000000000001,3.54,0.0,0.095
Wet_Tim,nan,86.0,40.0,100.0,87.0,78.0,94.0,113.0,122.0,107.0,49.0,120.0,120.0,102.0,75.0,40.0,53.0,41.0,103.0,96.0,49.0,73.0,97.0,83.0,121.0,118.0,84.0,120.0,89.0,128.0,111.0,157.0,107.0,nan,49.0,117.0,124.0,90.0,72.0,nan,147.0,122.0,93.0,105.0,92.0,118.0,62.0,110.0,107.0,128.0,129.0,36.0,28.0,108.0,83.0,87.0,48.0,91.0,121.0,99.0,70.0,106.0,53.0,138.0,57.0
Wet_BFL_Dur,nan,85.0,203.0,113.0,132.0,43.0,141.0,75.0,20.0,107.0,132.0,17.0,122.0,86.0,128.0,93.0,155.0,148.0,48.0,60.0,150.0,18.0,78.0,105.0,79.0,81.0,141.0,81.0,94.0,33.0,65.0,40.0,108.0,nan,133.0,53.0,52.0,117.0,107.0,nan,27.0,60.0,89.0,129.0,86.0,50.0,59.0,119.0,92.0,76.0,31.0,137.0,191.0,44.0,95.0,103.0,160.0,95.0,28.0,99.0,105.0,94.0,133.0,17.0,78.0
Peak_2,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,nan,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Peak_5,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,nan,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002,1436.0000000000002
Peak_10,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,nan,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0
Peak_Dur_2,nan,7.0,nan,1.0,nan,3.0,nan,17.0,1.0,nan,nan,5.0,nan,nan,nan,2.0,7.0,nan,30.0,nan,1.0,nan,5.0,1.0,2.0,nan,nan,10.0,1.0,8.0,nan,nan,8.0,1.0,nan,4.0,nan,1.0,nan,nan,3.0,6.0,29.0,nan,20.0,1.0,1.0,39.0,nan,nan,5.0,nan,nan,nan,11.0,3.0,nan,4.0,nan,2.0,5.0,nan,nan,nan,nan
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,6.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,nan,nan,3.0,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan
