Year,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
FA_Mag,2.0900521241804206,nan,6.267512786687046,2.8105144788816703,nan,nan,4.733490367457872,1.9897748366520198,7.896341437553302,nan,4.7075192516403845,nan,nan,7.24815759034834,nan,1.0774505249321331,43.993765570331135,2.0072098446346205,4.410628690001065,56.00763914419305,713.9033299484782
FA_Tim,50.0,nan,10.0,28.0,nan,nan,60.0,12.0,15.0,nan,41.0,nan,nan,51.0,nan,0.0,52.0,43.0,19.0,64.0,43.0
FA_Dur,2.0,nan,6.0,8.0,nan,nan,3.0,3.0,2.0,nan,2.0,nan,nan,3.0,nan,7.0,3.0,3.0,3.0,9.0,5.0
Wet_BFL_Mag_10,1.38,4.380000000000001,2.9,7.0,3.3,5.5600000000000005,2.52,15.600000000000001,11.4,8.709999999999999,1.8,5.1,11.0,2.7,1.3,0.686,15.600000000000001,10.8,8.04,1.08,30.0
Wet_BFL_Mag_50,66.0,12.0,4.6,26.0,13.0,34.5,13.0,193.0,46.0,20.5,5.3,53.5,28.0,67.0,1.7,1.0,45.0,19.0,28.0,8.5,65.0
Wet_Tim,121.0,5.0,29.0,72.0,39.0,43.0,106.0,99.0,73.0,49.0,69.0,37.0,32.0,115.0,4.0,76.0,72.0,94.0,80.0,106.0,75.0
Wet_BFL_Dur,39.0,195.0,87.0,123.0,107.0,164.0,63.0,55.0,85.0,132.0,63.0,136.0,154.0,61.0,194.0,149.0,119.0,89.0,65.0,69.0,121.0
Peak_2,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0
Peak_5,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0
Peak_10,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0
Peak_Dur_2,1.0,4.0,nan,nan,nan,3.0,1.0,2.0,1.0,nan,nan,1.0,1.0,nan,nan,nan,3.0,nan,7.0,nan,6.0
Peak_Dur_5,nan,2.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,3.0
Peak_Dur_10,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_Fre_2,1.0,2.0,nan,nan,nan,3.0,1.0,2.0,1.0,nan,nan,1.0,1.0,nan,nan,nan,3.0,nan,3.0,nan,5.0
Peak_Fre_5,nan,1.0,nan,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,2.0
Peak_Fre_10,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
SP_Mag,675.0,203.0,414.0,179.0,19.0,200.0,94.0,584.0,177.0,45.0,56.0,92.0,339.0,379.0,3.7,1.1,100.0,73.0,1550.0,374.0,1780.0
SP_Tim,160.0,200.0,116.0,195.0,146.0,207.0,169.0,154.0,158.0,181.0,132.0,173.0,186.0,176.0,198.0,225.0,191.0,183.0,145.0,175.0,196.0
SP_Dur,42.0,34.0,34.0,41.0,61.0,29.0,39.0,107.0,32.0,64.0,116.0,33.0,57.0,75.0,147.0,49.0,76.0,63.0,92.0,43.0,39.0
SP_ROC,0.07692307692307693,0.07142857142857142,0.06458333333333333,0.0822072072072072,0.06904761904761905,0.07142857142857142,0.07526881720430119,0.06666666666666667,0.058823529411764705,0.06066176470588235,0.07417582417582418,0.058823529411764705,0.06382978723404255,0.06559139784946244,0.36222910216718274,0.11895161290322577,0.05263157894736842,0.05427898070408009,0.07275132275132275,0.058823529411764705,0.0625
DS_Mag_50,0.6,2.1,1.6,1.1,0.4,2.1500000000000004,0.92,0.995,1.2,0.81,0.22,1.4,2.1,1.4,0.41,0.0,1.1,1.3,1.4,0.98,2.85
DS_Mag_90,7.0,12.0,6.4,5.9,2.0,12.0,4.6,2.7,8.379999999999999,2.6099999999999994,0.9359999999999999,8.470000000000002,5.7600000000000025,4.640000000000001,0.7760000000000011,0.5340000000000004,4.440000000000003,2.7,5.219999999999999,10.0,13.0
DS_Tim,202.0,234.0,150.0,236.0,207.0,236.0,208.0,261.0,190.0,245.0,248.0,206.0,243.0,251.0,345.0,274.0,267.0,246.0,237.0,218.0,235.0
DS_Dur_WS,169.0,161.0,288.0,169.0,202.0,236.0,257.0,178.0,225.0,190.0,155.0,192.0,238.0,119.0,97.0,164.0,193.0,200.0,235.0,223.0,206.0
