Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
FA_Mag,nan,nan,6.600971974034727,nan,nan,77.9815265661798,nan,nan,1.7823790923402059,4.542971673907605,3.157337352446929,nan,4.344479910821061,2.6952184642566053,1.1303213210604615,nan,2.0887929376086154,nan,nan,7.6527048065365015,1.3316530350870686
FA_Tim,nan,nan,62.0,nan,nan,42.0,nan,nan,51.0,33.0,15.0,nan,42.0,41.0,7.0,nan,29.0,nan,nan,51.0,24.0
FA_Dur,nan,nan,4.0,nan,nan,8.0,nan,nan,5.0,3.0,6.0,nan,5.0,6.0,5.0,nan,10.0,nan,nan,6.0,1.0
Wet_BFL_Mag_10,1.0,0.1,0.4,1.25,0.4,2.25,1.5,0.7,1.2800000000000002,2.6,1.8,1.9,0.8,4.750000000000001,3.41,nan,0.7,0.1,1.8800000000000001,6.24,3.16
Wet_BFL_Mag_50,1.9,0.4,24.5,7.3,1.1,5.25,3.6,3.4,2.4,40.0,14.5,3.0,1.7,24.5,8.850000000000001,nan,0.9,0.3,17.0,20.0,22.0
Wet_Tim,98.0,48.0,122.0,111.0,27.0,72.0,38.0,59.0,128.0,80.0,92.0,49.0,53.0,92.0,74.0,nan,56.0,72.0,72.0,93.0,88.0
Wet_BFL_Dur,116.0,200.0,38.0,116.0,195.0,126.0,95.0,147.0,40.0,111.0,66.0,132.0,79.0,88.0,112.0,nan,145.0,155.0,139.0,89.0,73.0
Peak_2,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,363.0,nan,363.0,363.0,363.0,363.0,363.0
Peak_5,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,nan,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001,527.8000000000001
Peak_10,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,636.8,nan,636.8,636.8,636.8,636.8,636.8
Peak_Dur_2,nan,nan,nan,1.0,nan,3.0,nan,2.0,nan,4.0,1.0,nan,nan,1.0,1.0,nan,nan,nan,3.0,2.0,6.0
Peak_Dur_5,nan,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0
Peak_Dur_10,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
Peak_Fre_2,nan,nan,nan,1.0,nan,2.0,nan,2.0,nan,4.0,1.0,nan,nan,1.0,1.0,nan,nan,nan,3.0,2.0,2.0
Peak_Fre_5,nan,nan,nan,nan,nan,2.0,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0
Peak_Fre_10,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
SP_Mag,28.0,1.4,180.0,20.0,4.9,199.0,30.0,181.0,30.0,138.0,81.0,13.0,72.0,79.0,387.0,nan,1.6,0.9,341.0,250.0,166.0
SP_Tim,214.0,248.0,160.0,227.0,222.0,198.0,133.0,206.0,168.0,191.0,158.0,181.0,132.0,180.0,186.0,nan,201.0,227.0,211.0,182.0,161.0
SP_Dur,15.0,21.0,33.0,34.0,37.0,13.0,38.0,40.0,106.0,36.0,31.0,80.0,178.0,41.0,62.0,nan,58.0,79.0,37.0,38.0,18.0
SP_ROC,0.12499999999999993,0.19999999999999996,0.11842105263157889,0.08333333333333323,0.18465909090909094,0.10981554677206856,0.0671417854463616,0.10937500000000003,0.1197991391678622,0.07889822595704943,0.07229965156794424,0.11437908496732023,0.1538461538461538,0.07504690431519698,0.06302729528535986,nan,0.1833333333333333,0.75,0.07651072124756336,0.0674242424242425,0.07142857142857142
DS_Mag_50,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.6,0.2,0.0,0.0,0.3,nan,nan,0.0,0.0,0.5,0.3,0.6
DS_Mag_90,0.15999999999999945,0.2,0.6,0.4,0.9200000000000017,2.8,1.4,1.9,1.8,2.6,2.0,0.13000000000000114,2.1900000000000035,2.4,nan,nan,0.1,0.1,1.6,1.6700000000000017,3.8999999999999995
DS_Tim,229.0,269.0,193.0,261.0,259.0,211.0,171.0,246.0,274.0,227.0,189.0,261.0,310.0,221.0,248.0,nan,259.0,306.0,248.0,220.0,179.0
DS_Dur_WS,185.0,219.0,284.0,132.0,179.0,193.0,254.0,248.0,172.0,231.0,226.0,158.0,148.0,219.0,nan,nan,179.0,132.0,211.0,234.0,275.0
