Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,179.98354788522252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,364.941793328325,nan,nan,nan,nan,nan,172.95240502085187,32.99629150159719,nan,nan,nan,nan,nan,nan,nan,nan,313.9793700378723,nan,nan,1.724382236547673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.997247986533395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128.96059548882405,nan,nan,nan,nan,nan
FA_Tim,nan,65.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,66.0,nan,nan,nan,nan,nan,46.0,62.0,nan,nan,nan,nan,nan,nan,nan,nan,60.0,nan,nan,63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan
FA_Dur,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,5.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,21.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,0.0,10.5,nan,nan,nan,0.0,nan,21.0,0.0,nan,nan,0.0,0.0,nan,1.1,nan,4.2,nan,0.0,0.0,0.0,nan,21.8,3.0700000000000003,0.59,nan,nan,0.420000000000001,nan,0.0,nan,1.1,6.800000000000001,5.25,nan,9.900000000000002,nan,nan,nan,nan,nan,nan,15.0,nan,9.8,25.8,17.4,9.81,4.69,nan,nan,nan,0.0,nan,5.842,1.208,nan,0.0,nan,6.304000000000006,2.395,nan,nan,nan,nan
Wet_BFL_Mag_50,2.8,32.5,nan,nan,nan,56.5,nan,81.0,56.0,nan,nan,42.0,14.0,nan,8.1,nan,29.0,nan,164.0,14.0,7.1,nan,66.0,14.5,29.0,nan,nan,33.0,nan,7.2,nan,38.0,104.0,19.5,nan,197.0,nan,nan,nan,nan,nan,nan,65.0,nan,24.0,104.0,68.0,294.5,8.75,nan,nan,nan,28.0,nan,29.7,6.49,nan,18.5,nan,22.4,14.45,nan,nan,nan,nan
Wet_Tim,41.0,85.0,nan,nan,nan,71.0,nan,122.0,127.0,nan,nan,122.0,110.0,nan,82.0,nan,103.0,nan,102.0,97.0,55.0,nan,96.0,79.0,122.0,nan,nan,95.0,nan,96.0,nan,85.0,76.0,46.0,nan,125.0,nan,nan,nan,nan,nan,nan,92.0,nan,95.0,111.0,66.0,98.0,108.0,nan,nan,nan,66.0,nan,84.0,81.0,nan,90.0,nan,99.0,83.0,nan,nan,nan,nan
Wet_BFL_Dur,31.0,86.0,nan,nan,nan,78.0,nan,66.0,20.0,nan,nan,39.0,83.0,nan,114.0,nan,105.0,nan,49.0,62.0,55.0,nan,58.0,108.0,54.0,nan,nan,64.0,nan,49.0,nan,111.0,137.0,44.0,nan,45.0,nan,nan,nan,nan,nan,nan,89.0,nan,82.0,57.0,55.0,50.0,90.0,nan,nan,nan,29.0,nan,93.0,109.0,nan,61.0,nan,99.0,96.0,nan,nan,nan,nan
Peak_2,514.0,514.0,nan,nan,nan,514.0,nan,514.0,514.0,nan,nan,514.0,514.0,nan,514.0,nan,514.0,nan,514.0,514.0,514.0,nan,514.0,514.0,514.0,nan,nan,514.0,nan,514.0,nan,514.0,514.0,514.0,nan,514.0,nan,nan,nan,nan,nan,nan,514.0,nan,514.0,514.0,514.0,514.0,514.0,nan,nan,nan,514.0,nan,514.0,514.0,nan,514.0,nan,514.0,514.0,nan,nan,nan,nan
Peak_5,1676.0000000000002,1676.0000000000002,nan,nan,nan,1676.0000000000002,nan,1676.0000000000002,1676.0000000000002,nan,nan,1676.0000000000002,1676.0000000000002,nan,1676.0000000000002,nan,1676.0000000000002,nan,1676.0000000000002,1676.0000000000002,1676.0000000000002,nan,1676.0000000000002,1676.0000000000002,1676.0000000000002,nan,nan,1676.0000000000002,nan,1676.0000000000002,nan,1676.0000000000002,1676.0000000000002,1676.0000000000002,nan,1676.0000000000002,nan,nan,nan,nan,nan,nan,1676.0000000000002,nan,1676.0000000000002,1676.0000000000002,1676.0000000000002,1676.0000000000002,1676.0000000000002,nan,nan,nan,1676.0000000000002,nan,1676.0000000000002,1676.0000000000002,nan,1676.0000000000002,nan,1676.0000000000002,1676.0000000000002,nan,nan,nan,nan
Peak_10,2372.000000000001,2372.000000000001,nan,nan,nan,2372.000000000001,nan,2372.000000000001,2372.000000000001,nan,nan,2372.000000000001,2372.000000000001,nan,2372.000000000001,nan,2372.000000000001,nan,2372.000000000001,2372.000000000001,2372.000000000001,nan,2372.000000000001,2372.000000000001,2372.000000000001,nan,nan,2372.000000000001,nan,2372.000000000001,nan,2372.000000000001,2372.000000000001,2372.000000000001,nan,2372.000000000001,nan,nan,nan,nan,nan,nan,2372.000000000001,nan,2372.000000000001,2372.000000000001,2372.000000000001,2372.000000000001,2372.000000000001,nan,nan,nan,2372.000000000001,nan,2372.000000000001,2372.000000000001,nan,2372.000000000001,nan,2372.000000000001,2372.000000000001,nan,nan,nan,nan
