Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,4.27981280704603,nan,nan,14.884931313278432,nan,nan,nan,nan,nan,nan,51.98782725708387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.044061207973492,nan,nan,nan,nan,nan,nan,nan,66.93624610540306,96.99940052801493,nan,62.97265565984086,nan,nan,nan,nan,nan,nan,34.99040077855109,nan,nan,nan,nan,73.96581099356484,nan,nan,nan,nan,nan,nan,234.91874364157806,nan,nan,nan,nan,26.852339738768805,nan,nan,nan,nan,nan
FA_Tim,nan,66.0,nan,nan,41.0,nan,nan,nan,nan,nan,nan,62.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,nan,nan,nan,nan,nan,nan,nan,60.0,0.0,nan,55.0,nan,nan,nan,nan,nan,nan,67.0,nan,nan,nan,nan,66.0,nan,nan,nan,nan,nan,nan,19.0,nan,nan,nan,nan,73.0,nan,nan,nan,nan,nan
FA_Dur,nan,3.0,nan,nan,6.0,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,1.0,5.0,nan,7.0,nan,nan,nan,nan,nan,nan,7.0,nan,nan,nan,nan,8.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,1.8,12.0,nan,8.6,7.4,3.7,2.95,7.7,5.36,2.64,1.72,3.2,nan,3.4000000000000004,4.0,3.64,14.0,8.440000000000001,5.390000000000001,8.05,9.98,5.0,8.870000000000001,6.4,5.9,4.6,5.8,8.9,26.0,13.0,nan,11.400000000000002,32.0,nan,5.220000000000001,7.0,5.0600000000000005,5.26,5.32,2.7,2.7,20.0,11.8,nan,25.0,6.289999999999999,6.6,28.5,nan,4.24,5.7,nan,2.12,3.81,32.2,6.6,nan,3.6700000000000004,5.9,14.57,25.0,nan,2.176,1.23,2.12
Wet_BFL_Mag_50,2.2,25.0,nan,12.0,12.0,3.7,5.9,39.0,7.8,4.6,3.2,3.6,nan,3.8,6.7,41.0,25.0,12.0,66.5,18.0,11.0,5.6,26.0,10.0,12.0,8.5,18.0,95.0,50.0,34.0,nan,28.0,86.0,nan,10.0,35.5,5.9,12.0,7.4,5.8,16.0,44.0,127.0,nan,51.0,16.5,12.0,50.5,nan,11.0,22.0,nan,14.95,5.25,152.5,18.0,nan,16.7,10.4,25.5,38.8,nan,3.695,2.275,2.99
Wet_Tim,27.0,85.0,nan,104.0,112.0,103.0,80.0,70.0,123.0,93.0,21.0,120.0,nan,37.0,183.0,40.0,53.0,38.0,103.0,128.0,47.0,71.0,123.0,88.0,138.0,117.0,206.0,124.0,126.0,116.0,nan,158.0,111.0,nan,72.0,111.0,88.0,16.0,56.0,96.0,142.0,121.0,86.0,nan,92.0,130.0,63.0,121.0,nan,129.0,128.0,nan,122.0,74.0,85.0,143.0,15.0,92.0,116.0,102.0,67.0,nan,63.0,18.0,52.0
Wet_BFL_Dur,181.0,152.0,nan,98.0,116.0,20.0,76.0,151.0,23.0,72.0,103.0,19.0,nan,184.0,31.0,58.0,181.0,125.0,50.0,42.0,149.0,20.0,90.0,86.0,91.0,229.0,31.0,34.0,116.0,30.0,nan,42.0,135.0,nan,123.0,66.0,77.0,197.0,107.0,95.0,53.0,101.0,59.0,nan,83.0,30.0,61.0,106.0,nan,82.0,101.0,nan,98.0,92.0,64.0,51.0,nan,147.0,41.0,122.0,128.0,nan,58.0,140.0,206.0
Peak_2,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
Peak_5,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024,337.80000000000024
Peak_10,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003,829.2000000000003
Peak_Dur_2,nan,1.0,nan,1.0,nan,2.0,1.0,16.0,nan,nan,nan,5.0,nan,nan,nan,14.0,3.0,1.0,60.0,1.0,1.0,1.0,nan,nan,nan,1.0,nan,77.0,nan,27.0,nan,2.0,48.0,1.0,nan,5.0,nan,3.0,nan,nan,1.0,5.0,84.0,nan,24.0,3.0,nan,9.0,nan,nan,nan,nan,2.0,nan,82.0,2.0,nan,1.0,nan,nan,23.0,nan,nan,1.0,nan
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,5.0,1.0,nan,8.0,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,8.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,13.0,nan,nan,nan,nan,2.0,nan,nan,nan,nan,1.0,nan,8.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
