Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971
FA_Mag,nan,2.1975942553281036,nan,2.117788155314124,4.372622938159983,1.581419259841823,nan,2.1804160247157838,nan,nan,nan,33.99207274366593,nan,5.458656940872296,1.259609147650053,nan,27.994546192801973,nan,nan,nan,nan
FA_Tim,nan,24.0,nan,44.0,41.0,44.0,nan,33.0,nan,nan,nan,62.0,nan,50.0,40.0,nan,37.0,nan,nan,nan,nan
FA_Dur,nan,2.0,nan,2.0,5.0,5.0,nan,10.0,nan,nan,nan,9.0,nan,2.0,10.0,nan,3.0,nan,nan,nan,nan
Wet_BFL_Mag_10,0.2,5.3,1.6200000000000003,3.22,1.6,0.9,0.6,5.25,1.73,0.8,0.4,3.78,1.0,0.9,0.6,0.65,8.72,2.5700000000000003,4.74,8.6,2.1
Wet_BFL_Mag_50,0.8,30.5,4.7,7.1,4.15,0.9,2.7,29.5,3.05,1.9,1.0,5.9,1.2,1.5,15.0,20.5,21.0,2.9,150.0,12.0,24.0
Wet_Tim,6.0,85.0,31.0,102.0,58.0,104.0,83.0,113.0,90.0,56.0,20.0,120.0,116.0,99.0,175.0,39.0,54.0,38.0,104.0,125.0,47.0
Wet_BFL_Dur,208.0,96.0,72.0,82.0,162.0,19.0,72.0,76.0,54.0,157.0,159.0,19.0,21.0,89.0,29.0,56.0,157.0,18.0,48.0,31.0,67.0
Peak_2,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0
Peak_5,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0
Peak_10,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0,1640.0
Peak_Dur_2,nan,13.0,nan,nan,nan,1.0,nan,19.0,1.0,nan,nan,5.0,nan,nan,nan,9.0,6.0,2.0,44.0,3.0,2.0
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,8.0,nan,1.0
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,3.0,nan,nan
Peak_Fre_2,nan,4.0,nan,nan,nan,1.0,nan,5.0,1.0,nan,nan,1.0,nan,nan,nan,3.0,4.0,2.0,5.0,1.0,1.0
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,3.0,nan,1.0
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,2.0,nan,nan
SP_Mag,4.3,276.0,14.0,51.0,14.0,29.0,19.0,392.0,31.0,7.4,1.7,182.0,16.0,18.0,64.0,133.0,154.0,122.0,1460.0,185.0,51.0
SP_Tim,214.0,181.0,103.0,184.0,220.0,123.0,155.0,189.0,144.0,213.0,179.0,139.0,137.0,188.0,204.0,95.0,211.0,56.0,152.0,156.0,114.0
SP_Dur,95.0,60.0,183.0,57.0,74.0,141.0,113.0,66.0,28.0,65.0,109.0,55.0,142.0,80.0,51.0,146.0,93.0,212.0,56.0,37.0,165.0
SP_ROC,0.2613636363636364,0.07142857142857142,0.08333333333333323,0.07019704433497533,0.14285714285714282,0.09232954545454553,0.11111111111111108,0.07692307692307693,0.0656443368307775,0.23611111111111116,0.20833333333333334,0.07142857142857142,0.06666666666666672,0.08333333333333323,0.10717703349282293,0.061249999999999985,0.05555555555555555,0.06666666666666667,0.046875,0.07142857142857142,0.04761904761904766
DS_Mag_50,0.1,1.55,0.2,0.2,0.0,0.0,0.0,1.3,0.2,0.0,0.0,0.7,0.1,0.2,0.0,0.9,3.7,1.0,9.1,1.8,1.45
DS_Mag_90,1.2,8.7,1.3,1.3000000000000003,0.9,0.3,2.0,4.8,3.4,0.0,1.1600000000000024,6.1,0.75,0.7,0.2,3.620000000000002,5.5,1.6,35.80000000000001,8.349999999999998,2.8
DS_Tim,309.0,241.0,286.0,241.0,294.0,264.0,268.0,255.0,172.0,278.0,288.0,194.0,279.0,268.0,255.0,241.0,304.0,268.0,208.0,193.0,279.0
DS_Dur_WS,142.0,156.0,182.0,183.0,176.0,185.0,211.0,201.0,250.0,108.0,198.0,288.0,186.0,273.0,150.0,179.0,100.0,202.0,283.0,220.0,134.0
