Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Peak_Dur_2,nan,52.0,1.0,16.0,nan,1.0,1.0,68.0,2.0,nan,nan,nan,nan,nan,nan,13.0,35.0,nan,134.0,1.0,nan,2.0,22.0,nan,nan,2.0,1.0,121.0,72.0,169.0,1.0,69.0,nan,23.0,nan,7.0,nan,nan,nan,nan,1.0,nan,160.0,2.0,107.0,nan,1.0,77.0,nan,nan,nan,nan,1.0,nan,98.0,1.0,nan,1.0,nan,6.0,32.0,nan,nan,1.0,nan,nan
Peak_Dur_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,nan,7.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,12.0,1.0,nan,nan,2.0,nan,1.0,nan,nan,nan,nan,1.0,nan,8.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan
Peak_Dur_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,nan,2.0,1.0,5.0,nan,1.0,1.0,4.0,1.0,nan,nan,nan,nan,nan,nan,2.0,4.0,nan,4.0,1.0,nan,1.0,1.0,nan,nan,1.0,1.0,3.0,3.0,4.0,1.0,4.0,nan,3.0,nan,1.0,nan,nan,nan,nan,1.0,nan,2.0,1.0,4.0,nan,1.0,4.0,nan,nan,nan,nan,1.0,nan,9.0,1.0,nan,1.0,nan,2.0,3.0,nan,nan,1.0,nan,nan
Peak_Fre_5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,2.0,1.0,nan,nan,1.0,nan,1.0,nan,nan,nan,nan,1.0,nan,4.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan
Peak_Fre_10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,0.8,58.0,10.0,22.0,7.9,2.6,5.4,74.0,5.5,3.0,16.0,13.0,1.8,7.9,11.0,79.0,106.0,6.2,91.0,6.1,8.6,21.0,26.0,5.7,5.5,57.0,2.6,81.0,75.0,480.0,100.0,46.0,nan,53.0,12.0,21.0,4.4,3.4,5.1,6.8,18.0,18.0,74.0,9.4,44.0,10.0,4.5,58.0,1.4,1.6,1.4,nan,7.26,3.72,57.8,21.1,0.93,15.3,6.22,18.2,25.3,8.45,14.9,24.5,1.54,4.15
SP_Tim,227.0,237.0,216.0,222.0,229.0,213.0,239.0,240.0,147.0,187.0,nan,207.0,219.0,237.0,217.0,58.0,72.0,214.0,233.0,213.0,117.0,90.0,241.0,190.0,231.0,345.0,330.0,229.0,242.0,147.0,341.0,219.0,nan,93.0,216.0,195.0,214.0,214.0,188.0,199.0,241.0,222.0,231.0,220.0,219.0,198.0,177.0,249.0,209.0,205.0,213.0,nan,181.0,182.0,235.0,217.0,163.0,193.0,209.0,251.0,208.0,212.0,341.0,309.0,168.0,167.0
SP_Dur,120.0,58.0,84.0,64.0,115.0,56.0,54.0,58.0,109.0,96.0,nan,88.0,52.0,70.0,79.0,205.0,278.0,109.0,81.0,70.0,177.0,21.0,81.0,89.0,55.0,nan,70.0,64.0,110.0,172.0,nan,129.0,nan,242.0,99.0,79.0,66.0,66.0,150.0,41.0,91.0,86.0,81.0,66.0,91.0,91.0,103.0,58.0,75.0,64.0,70.0,nan,105.0,94.0,98.0,117.0,53.0,108.0,89.0,72.0,88.0,65.0,nan,15.0,130.0,118.0
SP_ROC,0.29166666666666663,0.054093567251461985,0.06458333333333338,0.06250000000000003,0.1250000000000001,0.14285714285714282,0.07900207900207906,0.05334281650071124,0.07142857142857134,0.09999999999999998,nan,0.06666666666666672,0.14285714285714282,0.0701754385964913,0.06250000000000006,0.05555555555555558,0.059714795008912656,0.11111111111111108,0.04939024390243901,0.04669331395348841,0.05882352941176463,0.04880952380952385,0.05676328502415463,0.07868937048503605,0.07692307692307698,nan,0.06451612903225812,0.047065337763012166,0.05,0.05633802816901401,nan,0.062114197530864196,nan,0.043478260869565216,0.05797101449275352,0.05555555555555555,0.07692307692307698,0.10000000000000009,0.07142857142857134,0.1666666666666666,0.07473404255319152,0.05882352941176463,0.039230769230769236,0.05798319327731083,0.04301075268817208,0.06756756756756763,0.06666666666666672,0.05128205128205128,0.07407407407407414,0.08854166666666666,0.10694805194805199,nan,0.044568245125348106,0.05013966480446932,0.040783597685724954,0.049107142857142995,0.08333333333333323,0.04800000000000004,0.06416688105651325,0.05779220779220784,0.03609711406321579,0.060972587283056004,nan,0.36813186813186816,0.07142857142857137,0.050316455696202536
DS_Mag_50,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,3.0,0.17,0.0,0.54,0.0,0.0,0.0,0.54,0.19,3.0,1.8,2.4,0.88,nan,nan,1.1,0.52,1.5,nan,0.0,0.0,0.0,0.19,0.005,1.9,0.42,1.1,0.0,0.66,1.8,0.0,0.0,nan,nan,0.0,0.0,1.6549999999999998,nan,0.0,0.0,0.0,0.07,1.26,0.0,nan,0.0,0.0,0.0
DS_Mag_90,4.4,2.8,1.5,1.25,0.0,0.0,3.3,2.9,0.3,0.0,0.2,0.0,0.2,0.6,0.1,1.0400000000000005,1.9,0.28,4.360000000000001,0.45,0.16299999999999998,1.4,0.35,0.38,0.4319999999999999,1.7200000000000017,9.200000000000005,7.05,2.0,4.3,1.8,nan,nan,1.5,0.67,1.9,nan,0.6950000000000008,0.0,0.2630000000000001,0.7480000000000001,0.56,3.0,7.190000000000001,2.2,0.39800000000000013,8.2,6.1,0.0,0.0,nan,nan,0.4730000000000001,1.04,2.3049999999999997,nan,0.125,0.0,0.47,0.6890000000000001,1.73,0.0,nan,0.0,0.2,0.18400000000000036
DS_Tim,347.0,295.0,300.0,286.0,344.0,269.0,293.0,298.0,256.0,283.0,234.0,295.0,271.0,307.0,296.0,263.0,350.0,323.0,314.0,283.0,294.0,111.0,322.0,279.0,286.0,278.0,400.0,293.0,352.0,319.0,301.0,348.0,nan,335.0,315.0,274.0,280.0,280.0,338.0,240.0,332.0,308.0,312.0,286.0,310.0,289.0,280.0,307.0,284.0,269.0,283.0,nan,286.0,276.0,333.0,334.0,216.0,301.0,298.0,323.0,296.0,277.0,nan,324.0,298.0,285.0
DS_Dur_WS,199.0,137.0,221.0,166.0,60.0,189.0,235.0,189.0,221.0,129.0,257.0,175.0,261.0,231.0,110.0,157.0,139.0,144.0,63.0,116.0,138.0,439.0,136.0,236.0,245.0,219.0,125.0,236.0,110.0,147.0,180.0,nan,nan,94.0,101.0,202.0,nan,204.0,52.0,268.0,153.0,142.0,172.0,212.0,171.0,112.0,251.0,85.0,107.0,139.0,nan,nan,208.0,175.0,176.0,nan,236.0,135.0,173.0,112.0,227.0,129.0,nan,99.0,141.0,154.0
