Year,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,7.600252113804161,nan,9.159739319803835,nan,6.54145654081217,8.655807567935325,9.185390767029016,nan,nan,9.463873274397002,10.85996694637708,nan,nan,5.949176063417822,5.1883425322504095,nan,23.816777932215803,12.975222824092356,8.187264314615959,5.4788433727371535,3.4063134704909857
FA_Tim,36.0,nan,28.0,nan,2.0,27.0,28.0,nan,nan,39.0,18.0,nan,nan,18.0,3.0,nan,23.0,4.0,21.0,50.0,24.0
FA_Dur,2.0,nan,7.0,nan,4.0,5.0,2.0,nan,nan,3.0,5.0,nan,nan,5.0,5.0,nan,4.0,4.0,4.0,4.0,1.0
Wet_BFL_Mag_10,2.7,2.5,2.8,2.72,2.8,2.6000000000000005,nan,2.6,2.1,2.6,nan,nan,3.1,3.1,3.1,2.6,3.04,nan,3.1,2.5,2.0
Wet_BFL_Mag_50,7.3,2.9,2.8,16.0,6.050000000000001,3.5,nan,2.8,2.8,7.4,nan,nan,4.0,5.6,4.0,3.1,5.0,nan,6.7,3.2,3.1
Wet_Tim,89.0,57.0,61.0,96.0,105.0,124.0,nan,22.0,27.0,55.0,nan,nan,25.0,59.0,76.0,5.0,48.0,nan,40.0,115.0,37.0
Wet_BFL_Dur,127.0,90.0,35.0,43.0,38.0,29.0,nan,249.0,64.0,96.0,nan,nan,207.0,109.0,80.0,286.0,155.0,nan,29.0,85.0,51.0
Peak_2,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,nan,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
Peak_5,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,nan,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001,69.80000000000001
Peak_10,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,nan,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001,94.60000000000001
Peak_Dur_2,15.0,3.0,12.0,3.0,1.0,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,1.0,1.0,3.0,nan,nan
Peak_Dur_5,3.0,1.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
Peak_Dur_10,nan,1.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Peak_Fre_2,4.0,3.0,4.0,3.0,1.0,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,1.0,1.0,1.0,nan,nan
Peak_Fre_5,2.0,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan
Peak_Fre_10,nan,1.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SP_Mag,94.0,48.0,400.0,28.0,33.0,52.0,4.0,3.8,19.0,37.0,5.4,nan,6.5,16.0,31.0,4.5,27.0,45.0,22.0,5.3,9.4
SP_Tim,216.0,147.0,96.0,139.0,143.0,153.0,251.0,271.0,91.0,151.0,309.0,nan,232.0,168.0,156.0,291.0,203.0,171.0,69.0,200.0,88.0
SP_Dur,79.0,178.0,257.0,116.0,47.0,207.0,85.0,86.0,276.0,183.0,41.0,nan,102.0,155.0,177.0,79.0,154.0,160.0,244.0,143.0,247.0
SP_ROC,0.20227272727272727,0.09677419354838718,0.06250000000000006,0.08333333333333341,0.17990196078431364,0.03571428571428559,0.036375661375661325,0.03846153846153849,0.03703703703703707,0.02469512195121948,0.021980676328502338,nan,0.023255813953488292,0.03125000000000003,0.03225806451612906,0.03225806451612906,0.025641025641025664,0.03125000000000003,0.03225806451612906,0.043478260869565064,0.040000000000000036
DS_Mag_50,3.9,4.4,3.2,3.0,2.9,nan,1.9,2.0,3.1,nan,nan,nan,2.9,2.1,2.25,3.25,nan,2.9,2.6,1.95,1.7
DS_Mag_90,4.7,5.1,3.7200000000000006,4.7,4.3,nan,2.1,2.1,4.32,nan,nan,nan,3.4,2.7200000000000006,2.4,5.930000000000005,nan,3.2,2.8,2.6,2.6
DS_Tim,295.0,325.0,353.0,255.0,190.0,360.0,336.0,357.0,367.0,334.0,350.0,nan,334.0,323.0,333.0,370.0,357.0,331.0,313.0,343.0,335.0
DS_Dur_WS,128.0,102.0,109.0,216.0,300.0,nan,52.0,36.0,55.0,nan,nan,nan,91.0,119.0,38.0,48.0,nan,75.0,168.0,60.0,68.0
