Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
FA_Mag,nan,5.069764722064632,nan,34.93958535478907,1.8331217670435547,nan,nan,nan,nan,nan,nan,15.999839511244833,nan,nan,2.9602755160825134,nan,188.93891441971843,nan,nan,34.947222471914024,nan,nan,6.8906133092526956,3.6869649386378898,117.95725731188367,nan,7.45854124184788,nan,nan,4.454969860059758,3.8896363950555073,1.937806845550232,4.611294442249959,184.9984171243717,nan,3.4953124464120147,nan,3.111515470051807,nan,nan,nan,nan,4.887281933826211,8.664489241241338,5.998954682061966,6.063866677499511,31.969419926951453,nan,nan,nan,nan,nan,3.570978348342219,nan,25.297530869971286,6.571977029748842,nan,nan,2.054970909527258,9.36908988483017,nan,nan,nan,nan,nan
FA_Tim,nan,49.0,nan,44.0,41.0,nan,nan,nan,nan,nan,nan,55.0,nan,nan,28.0,nan,37.0,nan,nan,36.0,nan,nan,44.0,48.0,64.0,nan,21.0,nan,nan,38.0,64.0,58.0,40.0,0.0,nan,41.0,nan,28.0,nan,nan,nan,nan,29.0,71.0,4.0,73.0,29.0,nan,nan,nan,nan,nan,38.0,nan,18.0,39.0,nan,nan,31.0,13.0,nan,nan,nan,nan,nan
FA_Dur,nan,2.0,nan,9.0,21.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,2.0,nan,19.0,nan,nan,16.0,nan,nan,5.0,14.0,6.0,nan,6.0,nan,nan,3.0,4.0,4.0,8.0,4.0,nan,7.0,nan,3.0,nan,nan,nan,nan,4.0,7.0,2.0,10.0,3.0,nan,nan,nan,nan,nan,8.0,nan,5.0,4.0,nan,nan,4.0,3.0,nan,nan,nan,nan,nan
Wet_BFL_Mag_10,0.1,4.050000000000005,2.8,2.1,1.1,0.8,1.1400000000000001,3.5000000000000004,1.9,1.0,0.1,1.8000000000000003,1.4,0.7,1.2,0.2,4.0,0.9,0.74,1.96,1.0,1.3,3.2,2.5200000000000005,2.5,0.88,1.8,6.0200000000000005,9.270000000000001,5.4,2.4,1.7,20.6,nan,0.994,1.9,1.4,5.880000000000001,0.6500000000000001,0.22,1.8000000000000003,2.77,8.25,3.6,36.0,2.2,5.0,nan,nan,nan,nan,nan,0.965,1.31,27.380000000000003,4.023999999999999,1.9,1.126,2.551,1.21,5.646000000000001,1.226,0.248,0.18,0.3
Wet_BFL_Mag_50,0.6,30.5,4.2,3.2,1.7,1.3,2.2,51.5,2.2,1.6,0.65,1.8,2.25,1.1,9.0,18.0,13.0,1.6,79.5,4.5,11.0,1.5,10.0,13.0,3.4,1.4,2.1,60.0,21.5,123.0,20.0,9.3,50.0,nan,1.8,12.0,1.7,6.6,1.4,0.57,26.0,168.0,114.0,5.15,71.0,6.85,15.0,nan,nan,nan,nan,nan,10.8,1.54,74.6,25.4,2.11,5.21,5.715,22.450000000000003,14.0,1.41,0.85,0.18,2.09
Wet_Tim,40.0,94.0,41.0,103.0,49.0,73.0,90.0,113.0,92.0,73.0,24.0,120.0,116.0,20.0,175.0,37.0,48.0,19.0,101.0,118.0,47.0,67.0,104.0,89.0,144.0,118.0,208.0,83.0,90.0,127.0,138.0,154.0,110.0,nan,32.0,114.0,28.0,137.0,22.0,6.0,146.0,121.0,85.0,107.0,91.0,116.0,64.0,nan,nan,nan,nan,nan,122.0,127.0,81.0,143.0,38.0,106.0,109.0,100.0,74.0,24.0,27.0,138.0,53.0
Wet_BFL_Dur,176.0,88.0,68.0,82.0,173.0,49.0,65.0,80.0,51.0,55.0,22.0,17.0,72.0,168.0,28.0,57.0,159.0,149.0,50.0,39.0,67.0,24.0,35.0,77.0,19.0,19.0,19.0,75.0,94.0,19.0,35.0,42.0,47.0,nan,60.0,27.0,134.0,19.0,128.0,143.0,39.0,18.0,60.0,36.0,86.0,32.0,57.0,nan,nan,nan,nan,nan,96.0,25.0,67.0,47.0,89.0,19.0,42.0,32.0,108.0,175.0,135.0,17.0,23.0
Peak_2,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,nan,nan,nan,nan,nan,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0
Peak_5,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,nan,nan,nan,nan,nan,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0,1582.0
Peak_10,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,nan,nan,nan,nan,nan,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0,2952.0
